ClusterID NumberOfMembers Genes Species
75154131 40 AT4G38640 Ath
75154131 40 Solyc01g111370.2 Sly
75154132 40 AT1G77122 Ath
75154132 40 LOC_Os04g35760 Osa
75154133 40 AT2G45270 Ath
75154133 40 LOC_Os12g29990 Osa
75154133 40 Solyc05g050940.2 Sly
75154134 40 AT1G67120 Ath
75154134 40 Solyc04g072260.1 Sly
75154136 41 AT3G45440 Ath
75154136 41 AT5G59260 Ath
75154136 41 AT5G59270 Ath
75154136 41 AT5G60280 Ath
75154139 41 AT1G24580 Ath
75154139 41 AT1G67856 Ath
75154140 41 AT3G23930 Ath
75154140 41 AT4G13540 Ath
75154140 41 Solyc09g091060.2 Sly
75154140 41 Solyc12g097060.1 Sly
75154141 41 AT2G33810 Ath
75154141 41 Solyc02g077920.2 Sly
75154141 41 Solyc10g009080.2 Sly
75154142 41 AT2G44010 Ath
75154142 41 AT3G59880 Ath
75154143 41 AT1G07870 Ath
75154143 41 Solyc06g075550.2 Sly
75154143 41 Solyc11g072660.1 Sly
75154144 41 AT2G31130 Ath
75154144 41 Solyc07g053320.2 Sly
75154144 41 Solyc12g010830.1 Sly
75154145 41 AT5G10120 Ath
75154145 41 AT5G65100 Ath
75154145 41 Solyc03g096630.1 Sly
75154145 41 Solyc04g054840.1 Sly
75154146 41 AT1G05410 Ath
75154146 41 Solyc06g054230.2 Sly
75154146 41 Solyc09g082140.2 Sly
75154147 41 AT5G63050 Ath
75154147 41 Solyc03g112670.2 Sly
75154148 41 AT1G12500 Ath
75154148 41 Solyc08g079790.1 Sly
75154149 41 AT1G16630 Ath
75154149 41 AT2G16270 Ath
75154149 41 Solyc01g106750.1 Sly
75154150 41 AT5G54690 Ath
75154150 41 Solyc07g064050.2 Sly
75154150 41 Solyc10g006500.2 Sly
75154151 41 AT1G35460 Ath
75154151 41 AT4G09180 Ath
75154151 41 Solyc06g065040.2 Sly
75154152 41 Solyc09g074780.2 Sly
75154153 41 Solyc12g098380.1 Sly
75154154 41 AT1G20440 Ath
75154154 41 AT1G76180 Ath
75154154 41 Solyc04g082200.2 Sly
75154155 41 AT1G53885 Ath
75154155 41 AT1G53903 Ath
75154155 41 Solyc03g123460.2 Sly
75154156 41 AT4G13560 Ath
75154156 41 Solyc05g053450.2 Sly
75154156 41 Solyc09g091040.2 Sly
75154157 41 AT2G26150 Ath
75154157 41 Solyc08g062960.2 Sly
75154158 41 AT5G62170 Ath
75154158 41 Solyc03g006840.2 Sly
75154159 41 Solyc05g012040.2 Sly
75154159 41 Solyc12g038520.1 Sly
75154160 41 AT4G23496 Ath
75154160 41 Solyc08g081470.2 Sly
75154161 41 AT4G30935 Ath
75154161 41 Solyc07g005650.2 Sly
75154162 41 AT1G63310 Ath
75154162 41 Solyc01g066860.2 Sly
75154163 41 AT1G80150 Ath
75154163 41 LOC_Os08g39050 Osa
75154163 41 Solyc05g012250.1 Sly
75154164 41 AT5G63770 Ath
75154164 41 LOC_Os12g12260 Osa
75154164 41 Solyc05g056420.2 Sly
75154165 41 AT1G04555 Ath
75154165 41 LOC_Os02g57170 Osa
75154165 41 Solyc09g090820.2 Sly
75154166 41 AT1G74900 Ath
75154166 41 Solyc03g113750.1 Sly
75154167 41 AT1G27410 Ath
75154167 41 LOC_Os01g57440 Osa
75154167 41 Solyc07g053210.2 Sly
75154168 41 AT5G57250 Ath
75154168 41 LOC_Os01g15840 Osa
75154168 41 Solyc05g013400.2 Sly
75154169 41 AT1G73440 Ath
75154169 41 LOC_Os04g45180 Osa
75154169 41 Solyc01g090920.2 Sly
75154170 41 AT1G68100 Ath
75154170 41 LOC_Os08g36420 Osa
75154170 41 Solyc04g008340.2 Sly
75154171 41 AT1G16070 Ath
75154171 41 LOC_Os02g08310 Osa
75154171 41 Solyc03g117730.2 Sly
75154172 41 AT5G61530 Ath
75154172 41 LOC_Os07g30300 Osa
75154172 41 Solyc03g093430.2 Sly
75154173 41 AT2G37420 Ath
75154173 41 Solyc10g086340.1 Sly
75154174 41 AT1G67180 Ath
75154174 41 LOC_Os08g31930 Osa
75154174 41 Solyc02g065620.2 Sly
75154175 41 AT1G75010 Ath
75154175 41 LOC_Os09g38330 Osa
75154175 41 Solyc01g007880.2 Sly
75154176 41 AT1G23070 Ath
75154176 41 LOC_Os03g29340 Osa
75154176 41 Solyc07g042090.2 Sly
75154177 41 AT4G35980 Ath
75154177 41 LOC_Os05g28480 Osa
75154177 41 Solyc02g083650.2 Sly
75154178 41 AT5G18390 Ath
75154178 41 LOC_Os08g41380 Osa
75154178 41 Solyc09g097840.1 Sly
75154179 41 AT4G10180 Ath
75154179 41 LOC_Os01g01484 Osa
75154179 41 Solyc01g056340.2 Sly
75154180 41 AT3G52210 Ath
75154180 41 LOC_Os02g54000 Osa
75154180 41 Solyc11g007700.1 Sly
75154181 41 AT1G68050 Ath
75154181 41 LOC_Os11g34460 Osa
75154181 41 Solyc01g005300.2 Sly
75154182 41 AT5G11310 Ath
75154182 41 LOC_Os01g32170 Osa
75154182 41 Solyc06g065510.2 Sly
75154183 41 AT1G71340 Ath
75154183 41 LOC_Os11g12800 Osa
75154184 41 AT2G25140 Ath
75154184 41 LOC_Os02g08490 Osa
75154185 41 AT5G26760 Ath
75154185 41 LOC_Os05g04370 Osa
75154185 41 Solyc01g101010.2 Sly
75154186 41 AT5G08305 Ath
75154186 41 LOC_Os10g30590 Osa
75154186 41 Solyc04g009210.1 Sly
75154187 41 AT5G50840 Ath
75154187 41 LOC_Os03g17930 Osa
75154188 41 AT3G17830 Ath
75154188 41 Solyc03g118500.2 Sly
75154189 41 AT2G36660 Ath
75154189 41 LOC_Os03g17030 Osa
75154189 41 Solyc10g085750.1 Sly
75154190 41 AT4G30993 Ath
75154190 41 LOC_Os06g08470 Osa
75154190 41 Solyc12g010230.1 Sly
75154191 41 AT5G38510 Ath
75154191 41 LOC_Os02g22100 Osa
75154191 41 Solyc02g085760.2 Sly
75154192 41 AT5G24340 Ath
75154192 41 Solyc03g082850.2 Sly
75154193 41 AT1G66345 Ath
75154193 41 Solyc05g051340.1 Sly
75154194 41 AT1G20430 Ath
75154194 41 LOC_Os06g11060 Osa
75154194 41 Solyc12g094480.1 Sly
75154195 41 AT2G21180 Ath
75154195 41 LOC_Os03g14570 Osa
75154196 41 AT1G79120 Ath
75154196 41 LOC_Os03g46460 Osa
75154197 41 AT3G51290 Ath
75154197 41 LOC_Os09g36760 Osa
75154197 41 Solyc02g083610.2 Sly
75154198 41 AT1G13990 Ath
75154198 41 LOC_Os03g07190 Osa
75154198 41 Solyc05g013060.2 Sly
75154199 41 AT1G67400 Ath
75154199 41 LOC_Os11g29350 Osa
75154200 41 AT3G50430 Ath
75154200 41 LOC_Os07g02950 Osa
75154200 41 Solyc02g090260.1 Sly
75154201 41 AT3G48250 Ath
75154201 41 LOC_Os01g73950 Osa
75154201 41 Solyc03g112190.2 Sly
75154202 41 LOC_Os01g60850 Osa
75154203 41 LOC_Os01g13070 Osa
75154203 41 Solyc08g066860.2 Sly
75154204 41 LOC_Os09g12720 Osa
75154204 41 Solyc04g015280.2 Sly
75154205 41 AT4G19440 Ath
75154205 41 LOC_Os08g19310 Osa
75154205 41 Solyc11g005940.1 Sly
75154206 41 AT1G28210 Ath
75154206 41 Solyc01g081330.2 Sly
75154207 41 AT1G80680 Ath
75154207 41 LOC_Os03g07580 Osa
75154207 41 Solyc03g117120.2 Sly
75154208 41 AT1G05600 Ath
75154208 41 Solyc07g045380.2 Sly
75154209 41 AT1G49980 Ath
75154209 41 LOC_Os03g42010 Osa
75154209 41 Solyc01g107010.2 Sly
75154210 41 AT1G26760 Ath
75154210 41 LOC_Os03g07260 Osa
75154210 41 Solyc05g007760.1 Sly
75154211 41 Solyc04g026140.1 Sly
75154211 41 Solyc09g065040.1 Sly
75154212 41 AT5G47810 Ath
75154212 41 LOC_Os09g30240 Osa
75154212 41 Solyc04g015200.2 Sly
75154213 41 AT1G03540 Ath
75154213 41 LOC_Os06g40860 Osa
75154213 41 Solyc10g008570.2 Sly
75154214 41 LOC_Os01g52550 Osa
75154214 41 Solyc03g093650.2 Sly
75154215 41 AT1G03687 Ath
75154215 41 LOC_Os06g23504 Osa
75154215 41 Solyc07g054070.2 Sly
75154216 41 AT4G17430 Ath
75154216 41 LOC_Os10g41180 Osa
75154216 41 Solyc08g078380.2 Sly
75154217 41 AT2G38720 Ath
75154217 41 LOC_Os05g33890 Osa
75154217 41 Solyc01g096680.2 Sly
75154218 41 AT5G61800 Ath
75154218 41 LOC_Os04g32870 Osa
75154218 41 Solyc03g118080.2 Sly
75154219 41 AT4G01570 Ath
75154219 41 LOC_Os03g50500 Osa
75154219 41 Solyc11g008760.1 Sly
75154220 41 AT3G12680 Ath
75154220 41 LOC_Os01g42970 Osa
75154220 41 Solyc12g017410.1 Sly
75154221 41 AT1G71060 Ath
75154221 41 LOC_Os01g32090 Osa
75154221 41 Solyc05g008330.1 Sly
75154222 41 AT5G11010 Ath
75154222 41 LOC_Os01g08850 Osa
75154222 41 Solyc03g113610.2 Sly
75154223 41 AT3G02300 Ath
75154223 41 LOC_Os03g40260 Osa
75154224 41 AT5G55470 Ath
75154224 41 LOC_Os06g21360 Osa
75154224 41 Solyc10g006080.1 Sly
75154225 41 AT1G48380 Ath
75154225 41 LOC_Os07g07580 Osa
75154225 41 Solyc03g098620.2 Sly
75154226 41 AT3G24040 Ath
75154226 41 Solyc05g053490.2 Sly
75154226 41 Solyc09g091230.2 Sly
75154227 41 AT5G13230 Ath
75154227 41 LOC_Os03g32620 Osa
75154227 41 Solyc05g023900.1 Sly
75154228 41 AT4G15950 Ath
75154228 41 LOC_Os02g49150 Osa
75154229 41 AT5G55840 Ath
75154229 41 LOC_Os03g40690 Osa
75154230 41 AT1G05440 Ath
75154230 41 LOC_Os03g53580 Osa
75154230 41 Solyc09g082180.2 Sly
75154231 41 AT4G36650 Ath
75154231 41 LOC_Os03g10070 Osa
75154231 41 Solyc02g085470.2 Sly
75154232 41 AT3G28030 Ath
75154232 41 LOC_Os03g10780 Osa
75154232 41 Solyc02g067670.2 Sly
75154233 41 AT3G24110 Ath
75154233 41 LOC_Os05g05460 Osa
75154233 41 Solyc09g092020.2 Sly
75154234 41 AT1G06510 Ath
75154234 41 LOC_Os01g50120 Osa
75154234 41 Solyc10g007730.2 Sly
75154235 41 AT4G39820 Ath
75154235 41 LOC_Os02g34540 Osa
75154235 41 Solyc05g051840.1 Sly
75154236 41 AT4G21870 Ath
75154236 41 Solyc02g080410.2 Sly
75154237 41 AT1G34380 Ath
75154237 41 LOC_Os01g65400 Osa
75154237 41 Solyc11g017230.1 Sly
75154238 41 AT1G71000 Ath
75154238 41 LOC_Os01g42190 Osa
75154238 41 Solyc05g008120.2 Sly
75154239 41 AT5G01350 Ath
75154239 41 LOC_Os04g42910 Osa
75154240 41 AT5G08040 Ath
75154240 41 LOC_Os12g38650 Osa
75154240 41 Solyc03g115030.2 Sly
75154241 41 AT1G64880 Ath
75154241 41 LOC_Os02g01230 Osa
75154241 41 Solyc11g008710.1 Sly
75154242 41 AT5G17870 Ath
75154242 41 LOC_Os11g34940 Osa
75154242 41 Solyc04g077130.1 Sly
75154243 41 AT1G23890 Ath
75154243 41 LOC_Os08g31970 Osa
75154243 41 Solyc05g005770.2 Sly
75154244 41 AT1G78980 Ath
75154244 41 LOC_Os09g38700 Osa
75154244 41 Solyc06g063360.2 Sly
75154245 41 AT3G03630 Ath
75154245 41 LOC_Os01g59920 Osa
75154246 41 AT1G17440 Ath
75154246 41 LOC_Os01g62820 Osa
75154246 41 Solyc03g122020.2 Sly
75154247 41 AT1G07220 Ath
75154247 41 LOC_Os05g05690 Osa
75154247 41 Solyc06g076980.2 Sly
75154248 41 AT3G09850 Ath
75154248 41 LOC_Os08g19170 Osa
75154248 41 Solyc07g007040.2 Sly
75154249 41 AT4G14850 Ath
75154249 41 LOC_Os11g37330 Osa
75154249 41 Solyc02g014360.2 Sly
75154250 41 AT4G19070 Ath
75154250 41 LOC_Os07g05040 Osa
75154250 41 Solyc12g096090.1 Sly
75154251 41 AT1G55040 Ath
75154251 41 LOC_Os07g22024 Osa
75154251 41 Solyc01g099230.2 Sly
75154252 41 AT2G34580 Ath
75154253 41 AT2G37035 Ath
75154253 41 LOC_Os10g33820 Osa
75154253 41 Solyc09g007950.1 Sly
75154254 41 AT3G06880 Ath
75154254 41 LOC_Os05g30010 Osa
75154254 41 Solyc01g066740.2 Sly
75154255 41 AT4G19060 Ath
75154255 41 AT5G45440 Ath
75154255 41 AT5G45490 Ath
75154255 41 LOC_Os01g58510 Osa
75154256 41 AT2G28430 Ath
75154256 41 Solyc11g069410.1 Sly
75154257 41 AT1G68730 Ath
75154257 41 Solyc05g010070.2 Sly
75154258 41 AT1G02960 Ath
75154258 41 LOC_Os02g48116 Osa
75154258 41 Solyc09g074840.2 Sly
75154259 41 AT3G48480 Ath
75154260 41 LOC_Os02g33310 Osa
75154260 41 LOC_Os02g33400 Osa
75154260 41 Solyc04g005890.1 Sly
75154260 41 Solyc05g010360.1 Sly
75154261 41 AT4G26055 Ath
75154261 41 AT5G57080 Ath
75154261 41 LOC_Os09g07614 Osa
75154262 41 AT1G47820 Ath
75154262 41 LOC_Os06g50350 Osa
75154262 41 Solyc01g097360.2 Sly
75154263 41 AT3G22680 Ath
75154263 41 Solyc09g082480.1 Sly
75154263 41 Solyc10g045190.1 Sly
75154264 41 AT3G06560 Ath
75154264 41 LOC_Os03g19920 Osa
75154264 41 LOC_Os07g48890 Osa
75154264 41 Solyc01g058260.2 Sly
75154265 41 AT1G09790 Ath
75154265 41 LOC_Os04g45700 Osa
75154265 41 Solyc01g103860.2 Sly
75154266 41 AT1G03180 Ath
75154266 41 LOC_Os05g16250 Osa
75154266 41 Solyc09g065110.2 Sly
75154267 41 AT2G25580 Ath
75154267 41 LOC_Os01g53610 Osa
75154267 41 Solyc05g007740.1 Sly
75154268 41 ATCG00020 Ath
75154268 41 ATCG00270 Ath
75154268 41 LOC_Os02g24634 Osa
75154268 41 LOC_Os04g16770 Osa
75154268 41 LOC_Os04g16872 Osa
75154268 41 LOC_Os08g35420 Osa
75154268 41 LOC_Os10g41689 Osa
75154268 41 Solyc02g011990.1 Sly
75154270 41 AT3G01460 Ath
75154270 41 Solyc05g005640.2 Sly
75154271 41 AT3G46630 Ath
75154271 41 LOC_Os08g21700 Osa
75154271 41 Solyc04g078480.2 Sly
75154272 41 AT1G23000 Ath
75154273 41 AT3G56810 Ath
75154273 41 LOC_Os03g20350 Osa
75154273 41 Solyc08g067000.2 Sly
75154274 41 AT3G43520 Ath
75154274 41 LOC_Os04g55930 Osa
75154274 41 Solyc11g073240.1 Sly
75154275 41 ATCG00710 Ath
75154275 41 LOC_Os04g16848 Osa
75154275 41 LOC_Os06g39704 Osa
75154275 41 LOC_Os08g15296 Osa
75154275 41 LOC_Os10g21322 Osa
75154275 41 Solyc01g007520.2 Sly
75154276 41 AT5G35750 Ath
75154276 41 LOC_Os10g21810 Osa
75154276 41 Solyc07g047770.2 Sly
75154277 41 AT1G64570 Ath
75154277 41 Solyc06g072270.2 Sly
75154278 41 AT5G57000 Ath
75154278 41 LOC_Os09g19910 Osa
75154278 41 Solyc12g008950.1 Sly
75154279 41 AT2G03667 Ath
75154279 41 LOC_Os12g38630 Osa
75154279 41 Solyc05g012200.2 Sly
75154280 41 AT5G16550 Ath
75154280 41 LOC_Os08g32980 Osa
75154281 41 AT5G05490 Ath
75154281 41 LOC_Os05g50410 Osa
75154281 41 Solyc06g074870.1 Sly
75154282 41 AT1G78915 Ath
75154282 41 LOC_Os07g18720 Osa
75154282 41 Solyc03g124030.2 Sly
75154283 41 AT1G23180 Ath
75154283 41 LOC_Os01g34080 Osa
75154283 41 Solyc05g026560.2 Sly
75154284 41 AT5G25480 Ath
75154284 41 LOC_Os01g42630 Osa
75154284 41 Solyc08g067070.2 Sly
75154285 41 AT2G05120 Ath
75154285 41 LOC_Os03g12450 Osa
75154285 41 Solyc07g047860.2 Sly
75154286 41 AT3G26730 Ath
75154286 41 LOC_Os02g31150 Osa
75154287 41 AT2G02410 Ath
75154287 41 LOC_Os03g62610 Osa
75154287 41 Solyc10g044840.1 Sly
75154288 41 AT3G54460 Ath
75154288 41 LOC_Os01g72310 Osa
75154288 41 Solyc11g005250.1 Sly
75154289 41 AT1G50000 Ath
75154289 41 LOC_Os03g51984 Osa
75154289 41 Solyc01g106880.2 Sly
75154290 41 AT3G08840 Ath
75154290 41 LOC_Os07g49110 Osa
75154291 41 AT1G79915 Ath
75154291 41 LOC_Os06g43250 Osa
75154291 41 Solyc03g120130.2 Sly
75154292 41 AT4G37030 Ath
75154292 41 LOC_Os04g37670 Osa
75154292 41 Solyc02g090690.1 Sly
75154293 41 AT5G44750 Ath
75154293 41 LOC_Os06g47580 Osa
75154293 41 Solyc01g107510.2 Sly
75154294 41 AT1G04900 Ath
75154294 41 LOC_Os01g68390 Osa
75154294 41 Solyc12g098360.1 Sly
75154295 41 AT4G00800 Ath
75154295 41 Solyc05g044610.1 Sly
75154296 41 AT1G67550 Ath
75154296 41 ChrSy.fgenesh.gene.49 Osa
75154296 41 Solyc05g014970.2 Sly
75154297 41 ATCG00160 Ath
75154297 41 LOC_Os02g24612 Osa
75154297 41 LOC_Os10g21234 Osa
75154297 41 LOC_Os10g38278 Osa
75154297 41 Solyc01g017530.1 Sly
75154297 41 Solyc07g021280.1 Sly
75154298 41 AT3G55160 Ath
75154298 41 LOC_Os08g07290 Osa
75154298 41 Solyc03g062650.2 Sly
75154299 41 AT4G03030 Ath
75154299 41 LOC_Os02g21110 Osa
75154299 41 Solyc09g066210.2 Sly
75154300 41 AT5G09860 Ath
75154300 41 LOC_Os03g01970 Osa
75154300 41 Solyc01g096600.2 Sly
75154301 41 AT3G24730 Ath
75154301 41 LOC_Os11g19220 Osa
75154301 41 Solyc06g083570.2 Sly
75154302 41 AT5G03770 Ath
75154302 41 LOC_Os01g63840 Osa
75154302 41 Solyc10g083710.1 Sly
75154303 41 AT5G48470 Ath
75154303 41 LOC_Os11g23790 Osa
75154303 41 Solyc09g056160.2 Sly
75154304 41 AT3G16565 Ath
75154304 41 LOC_Os01g03030 Osa
75154305 41 LOC_Os04g35540 Osa
75154306 41 AT5G04920 Ath
75154306 41 LOC_Os01g59800 Osa
75154306 41 Solyc01g096910.2 Sly
75154307 41 AT5G19370 Ath
75154307 41 LOC_Os07g48810 Osa
75154307 41 Solyc12g099800.1 Sly
75154308 41 AT1G54650 Ath
75154308 41 LOC_Os07g23169 Osa
75154308 41 Solyc11g006130.1 Sly
75154309 41 AT5G54090 Ath
75154309 41 Solyc03g080010.2 Sly
75154310 41 AT3G10405 Ath
75154310 41 Solyc02g033060.2 Sly
75154310 41 Solyc05g055550.2 Sly
75154311 41 AT5G41850 Ath
75154311 41 LOC_Os05g12330 Osa
75154312 41 AT5G10690 Ath
75154312 41 LOC_Os09g26190 Osa
75154312 41 Solyc08g069010.2 Sly
75154313 41 AT2G07680 Ath
75154313 41 LOC_Os06g08560 Osa
75154313 41 Solyc03g117540.2 Sly
75154314 41 AT5G66810 Ath
75154314 41 LOC_Os10g24070 Osa
75154314 41 Solyc02g090650.2 Sly
75154315 41 AT4G01037 Ath
75154315 41 LOC_Os05g49610 Osa
75154316 41 AT1G04985 Ath
75154316 41 LOC_Os04g57330 Osa
75154316 41 Solyc07g049470.2 Sly
75154317 41 AT1G23230 Ath
75154317 41 LOC_Os02g49992 Osa
75154317 41 Solyc05g016440.2 Sly
75154318 41 AT3G27050 Ath
75154318 41 LOC_Os11g29700 Osa
75154319 41 AT4G36050 Ath
75154319 41 LOC_Os09g36530 Osa
75154319 41 Solyc03g033530.2 Sly
75154320 41 AT1G79190 Ath
75154320 41 LOC_Os10g42510 Osa
75154320 41 Solyc12g017280.1 Sly
75154321 41 AT1G70150 Ath
75154321 41 LOC_Os07g29770 Osa
75154321 41 Solyc05g006410.2 Sly
75154322 41 AT5G40820 Ath
75154322 41 LOC_Os06g50910 Osa
75154322 41 Solyc01g111870.1 Sly
75154323 41 AT3G52260 Ath
75154323 41 Solyc02g062520.2 Sly
75154324 41 AT1G33410 Ath
75154324 41 LOC_Os02g04970 Osa
75154324 41 Solyc01g102540.2 Sly
75154325 41 AT4G16700 Ath
75154325 41 LOC_Os03g01216 Osa
75154325 41 Solyc06g060780.2 Sly
75154326 41 AT2G47830 Ath
75154326 41 LOC_Os03g22550 Osa
75154327 41 AT5G04910 Ath
75154327 41 LOC_Os01g16080 Osa
75154327 41 Solyc10g039380.1 Sly
75154328 41 AT3G25805 Ath
75154328 41 Solyc04g007110.2 Sly
75154329 41 AT3G56900 Ath
75154329 41 LOC_Os12g03540 Osa
75154330 41 AT5G05560 Ath
75154331 41 AT5G23080 Ath
75154331 41 LOC_Os06g29400 Osa
75154331 41 Solyc03g114410.2 Sly
75154332 41 AT3G01380 Ath
75154332 41 LOC_Os02g37050 Osa
75154333 41 AT3G18730 Ath
75154333 41 Solyc11g005690.1 Sly
75154334 41 AT4G25540 Ath
75154334 41 LOC_Os04g58630 Osa
75154334 41 Solyc03g025890.1 Sly
75154335 41 AT1G06240 Ath
75154335 41 LOC_Os01g11590 Osa
75154335 41 Solyc10g008060.2 Sly
75154336 41 AT2G04340 Ath
75154336 41 LOC_Os09g30140 Osa
75154337 41 AT1G71790 Ath
75154337 41 LOC_Os03g26450 Osa
75154337 41 Solyc12g056770.1 Sly
75154338 41 AT1G16445 Ath
75154338 41 LOC_Os05g43582 Osa
75154338 41 Solyc10g005540.2 Sly
75154339 41 AT5G11760 Ath
75154339 41 LOC_Os03g49485 Osa
75154339 41 Solyc12g095940.1 Sly
75154340 41 AT1G76630 Ath
75154340 41 Solyc04g082980.1 Sly
75154341 41 AT5G17250 Ath
75154341 41 LOC_Os10g08940 Osa
75154341 41 Solyc07g014610.2 Sly
75154342 41 AT2G01755 Ath
75154342 41 Solyc03g006540.2 Sly
75154343 41 AT5G52440 Ath
75154344 41 AT1G33250 Ath
75154344 41 LOC_Os10g37260 Osa
75154345 41 AT5G52380 Ath
75154345 41 LOC_Os04g46920 Osa
75154345 41 Solyc03g025740.2 Sly
75154346 41 AT3G19800 Ath
75154346 41 LOC_Os04g44340 Osa
75154346 41 Solyc02g055440.2 Sly
75154347 41 AT3G55820 Ath
75154347 41 LOC_Os03g13490 Osa
75154348 41 AT5G11030 Ath
75154348 41 LOC_Os08g19320 Osa
75154348 41 Solyc01g094670.2 Sly
75154349 41 AT5G08450 Ath
75154349 41 Solyc05g056340.2 Sly
75154350 41 AT1G21651 Ath
75154350 41 LOC_Os05g34880 Osa
75154351 41 AT1G27880 Ath
75154351 41 LOC_Os04g40970 Osa
75154351 41 Solyc05g014690.1 Sly
75154352 41 AT1G48310 Ath
75154352 41 LOC_Os07g44210 Osa
75154352 41 Solyc12g098860.1 Sly
75154353 41 LOC_Os05g30920 Osa
75154353 41 Solyc01g067280.2 Sly
75154354 41 AT4G21820 Ath
75154354 41 LOC_Os07g33370 Osa
75154354 41 Solyc02g080390.2 Sly
75154355 41 AT2G07751 Ath
75154355 41 ATCG00440 Ath
75154355 41 ATMG00990 Ath
75154355 41 LOC_Os10g38206 Osa
75154355 41 LOC_Os12g33922 Osa
75154355 41 LOC_Os12g34058 Osa
75154355 41 Solyc01g007310.2 Sly
75154355 41 Solyc11g056370.1 Sly
75154356 41 AT3G17300 Ath
75154356 41 Solyc04g071180.2 Sly
75154357 41 AT4G22550 Ath
75154357 41 LOC_Os02g44290 Osa
75154357 41 Solyc08g078990.1 Sly
75154358 41 AT4G13870 Ath
75154358 41 LOC_Os04g03990 Osa
75154358 41 Solyc09g092340.2 Sly
75154359 41 AT1G73960 Ath
75154359 41 LOC_Os09g24440 Osa
75154359 41 Solyc03g119780.2 Sly
75154360 41 AT4G35740 Ath
75154360 41 Solyc07g042010.2 Sly
75154361 41 AT4G30720 Ath
75154361 41 LOC_Os05g34040 Osa
75154361 41 Solyc07g005870.2 Sly
75154362 41 AT5G01510 Ath
75154362 41 Solyc09g005230.2 Sly
75154363 41 AT3G05210 Ath
75154363 41 LOC_Os10g37490 Osa
75154363 41 Solyc03g115580.2 Sly
75154364 41 AT5G04360 Ath
75154365 41 LOC_Os05g07860 Osa
75154365 41 Solyc12g021360.1 Sly
75154366 41 AT2G19430 Ath
75154366 41 LOC_Os09g19900 Osa
75154366 41 Solyc07g040790.2 Sly
75154367 41 AT1G64790 Ath
75154368 41 AT1G58060 Ath
75154368 41 LOC_Os04g35260 Osa
75154368 41 Solyc01g103690.2 Sly
75154369 41 AT1G73740 Ath
75154369 41 LOC_Os01g33230 Osa
75154369 41 Solyc03g118860.2 Sly
75154370 41 AT2G14260 Ath
75154370 41 LOC_Os05g43830 Osa
75154370 41 Solyc11g044310.1 Sly
75154371 41 AT1G55805 Ath
75154371 41 LOC_Os03g11990 Osa
75154371 41 Solyc12g015830.1 Sly
75154372 41 LOC_Os01g47620 Osa
75154372 41 Solyc02g070680.2 Sly
75154373 41 AT4G15030 Ath
75154373 41 LOC_Os11g42000 Osa
75154373 41 Solyc04g074660.1 Sly
75154374 41 AT3G17040 Ath
75154374 41 LOC_Os03g19560 Osa
75154374 41 Solyc04g009020.2 Sly
75154375 41 AT4G17910 Ath
75154375 41 LOC_Os03g26090 Osa
75154375 41 Solyc08g076810.2 Sly
75154376 41 AT3G10690 Ath
75154376 41 Solyc01g096900.2 Sly
75154377 41 AT5G40500 Ath
75154377 41 LOC_Os04g40670 Osa
75154377 41 Solyc02g093350.2 Sly
75154378 41 AT1G17640 Ath
75154379 41 AT1G53720 Ath
75154379 41 LOC_Os06g45900 Osa
75154379 41 LOC_Os06g45910 Osa
75154379 41 Solyc07g066420.2 Sly
75154380 41 AT3G49650 Ath
75154380 41 LOC_Os03g56260 Osa
75154380 41 Solyc02g091780.1 Sly
75154381 42 AT1G54980 Ath
75154381 42 AT4G24640 Ath
75154381 42 AT5G50030 Ath
75154381 42 AT5G50040 Ath
75154381 42 AT5G50060 Ath
75154381 42 AT5G50070 Ath
75154384 42 AT3G60960 Ath
75154384 42 AT3G60980 Ath
75154386 42 AT1G34650 Ath
75154386 42 AT3G03260 Ath
75154386 42 AT4G25530 Ath
75154386 42 AT5G17320 Ath
75154386 42 Solyc11g011940.1 Sly
75154387 42 AT1G06530 Ath
75154387 42 AT3G58840 Ath
75154387 42 Solyc07g056370.2 Sly
75154388 42 AT3G14280 Ath
75154388 42 Solyc03g123580.2 Sly
75154388 42 Solyc12g055680.1 Sly
75154388 42 Solyc12g055700.1 Sly
75154389 42 AT1G12150 Ath
75154389 42 Solyc04g015110.2 Sly
75154390 42 AT2G17180 Ath
75154390 42 AT4G35280 Ath
75154391 42 AT4G21740 Ath
75154391 42 Solyc02g024010.1 Sly
75154392 42 AT2G24640 Ath
75154392 42 AT4G31670 Ath
75154392 42 Solyc08g069050.2 Sly
75154392 42 Solyc12g096430.1 Sly
75154393 42 AT3G10490 Ath
75154393 42 Solyc05g055480.2 Sly
75154393 42 Solyc11g008010.1 Sly
75154394 42 AT1G49830 Ath
75154394 42 AT3G19500 Ath
75154394 42 Solyc01g107490.1 Sly
75154395 42 AT2G17950 Ath
75154395 42 Solyc02g083950.2 Sly
75154396 42 AT3G26600 Ath
75154397 42 AT5G53980 Ath
75154397 42 Solyc02g077590.1 Sly
75154397 42 Solyc07g062790.1 Sly
75154398 42 AT3G49260 Ath
75154398 42 Solyc03g083100.2 Sly
75154399 42 AT3G43430 Ath
75154399 42 AT5G20885 Ath
75154400 42 AT2G41890 Ath
75154400 42 Solyc03g063650.1 Sly
75154401 42 AT4G17310 Ath
75154401 42 AT5G47455 Ath
75154401 42 Solyc08g078560.2 Sly
