,MCO,EN,V,MZ,QC,X35S
Os05g0258501,0,0.987612411,0,0,0,0
Os05g0259601,0,0,0,0,0,0
Os05g0261001,1.247360722,1.190140808,0,0.957727918,0.426151708,1.551515167
Os05g0261700,1.886903028,2.814806323,1.707151023,1.447672685,0.483174841,2.149209351
Os05g0263100,0.398618659,0.805550459,0.749009051,0.409067045,0.337168173,0.931275245
Os05g0263301,0,0,0,0,0,0
Os05g0263500,3.997219265,4.863424969,1.530759383,0.757844654,1.644676099,0.434640381
Os05g0264200,0,0,0.695385788,0.04191777,0,0.166399809
Os05g0266900,1.444632544,1.136827321,1.420475244,0.394781054,0.81098169,0.165240389
Os05g0267100,0,0.139607342,0.272330136,0.021356391,0,0
Os05g0267732,0,0,0,0,0,0
Os05g0267766,0,0,0,0,0,0
Os05g0267800,0,0.159145272,0,0.176038989,0,0.050231824
Os05g0267850,0.397876603,0.37962515,0.280016298,0,0.067966108,0
Os05g0267900,6.016689549,3.91579904,3.15868321,0.96847502,0.747848103,0.595701426
Os05g0268400,0,0,0,0.024600466,0,0
Os05g0268500,16.17754886,7.198320321,9.823619328,13.12150345,3.001138199,17.06207672
Os05g0269000,11.43012989,16.66438031,12.53187141,1.071982676,3.341373853,0.588604634
Os05g0269100,11.50572,10.89239118,8.857543646,7.336280894,9.374685223,8.406866253
Os05g0269200,0,0.243748767,0.316754093,0.037287505,0.059860266,0.395749987
Os05g0269500,0.430312553,1.361744433,0.497012329,0.467803095,0.520927057,0.815542433
Os05g0270000,1.009754579,0.582316759,2.515432496,2.839112873,2.409841046,0.345955318
Os05g0270200,13.17530274,7.833307999,8.357520648,20.15575105,19.99594483,20.18513186
Os05g0270400,4.291952538,7.425563711,8.073991833,9.133392513,11.65886362,10.2792372
Os05g0270500,0.304341639,0.433704022,2.475855254,0.32771333,0.431402752,0.293251368
Os05g0270800,1.954488068,4.018937001,4.678104136,0.817992992,3.346530337,0.376311413
Os05g0270850,0.285126477,0.653608802,0.713755779,0.158467739,0.185929368,0.036056288
Os05g0270875,0,0,0,0,0,0
Os05g0271300,1.47233596,1.617121433,0.715526254,2.47894408,2.498410995,3.81457299
Os05g0271900,1.367204201,1.28273882,2.241282844,1.043894693,0.714280068,0.201337748
Os05g0272200,1.87895504,2.859195036,1.777933686,4.288186035,0.804223641,2.87273146
Os05g0272300,0,0,0,0,0,0
Os05g0272400,0,0,0,0,0,0.057744437
Os05g0272632,0,0,0,0,0,0
Os05g0272800,8.193658814,7.864046078,8.623753955,21.78740358,43.25598005,19.63625115
Os05g0272900,2.655474361,3.583969534,3.694510207,7.798576474,14.36566438,9.557359437
Os05g0273500,7.335656016,8.573222758,7.480309921,1.90725073,3.549162964,2.241819357
Os05g0273800,4.992967565,5.946237571,4.637279921,6.752753057,51.39758651,4.150811634
Os05g0274200,1.688163956,1.020822353,2.044219312,2.623544269,9.763671232,1.942779301
Os05g0274300,13.82803951,19.04523751,13.60930864,17.25923927,16.08118218,20.62315137
Os05g0274900,59.56200032,52.0448841,49.27016615,180.5372922,166.8645229,89.27711817
Os05g0274950,0,0,0,0,0,0
Os05g0275000,0.74051615,0.620006016,0.670462615,0.11236843,0.122125538,0.912897744
Os05g0275100,3.900062894,2.274909805,2.251501643,1.211095165,1.402511838,0.833148696
Os05g0275600,3.557617778,4.614337648,4.978534139,1.669684873,1.879717831,0.701625044
Os05g0275700,3.344014301,4.142502702,2.150584888,6.343510358,5.590824084,6.916632522
Os05g0276100,0,0,0,0,0.10678196,0.020614071
Os05g0276500,14.60506938,11.40535674,16.25562008,33.94714165,5.425305941,2.611791059
Os05g0276750,2.093939646,4.934361266,2.698784534,2.188862268,0,0.657547788
Os05g0277000,5.611105899,12.99294577,13.59636446,39.17109825,4.399258641,2.292988454
Os05g0277100,6.087931302,7.6325711,9.808132709,3.50E-08,1.368655573,1.432961422
Os05g0277200,2.341751602,1.601602573,1.401376332,2.451172909,2.728795266,1.449646736
Os05g0277300,17.47547389,15.8654378,12.78597622,8.116606039,6.827568477,3.726818268
Os05g0277350,0,0,0,0,0,0
Os05g0277500,5.428464479,8.495267894,6.731555152,8.011558447,57.89825625,1.574407569
Os05g0278150,0,0,0,0,0,0
Os05g0278500,15.48551019,16.65193042,13.251254,89.37904886,7.805592862,195.9448641
Os05g0278550,0,1.648745529,2.386054068,4.478857262,0,4.833941152
Os05g0278950,0,0,0,0,0,0
Os05g0279300,1.302228454,1.359316956,1.511283995,1.037508461,1.241340883,0.833296083
Os05g0279400,8.070712115,6.857008882,7.566928569,10.94585648,13.04161884,13.12850379
Os05g0279600,5.21425483,4.94188813,7.263413554,6.284584871,8.703776729,6.016290375
Os05g0279750,0,0.03814851,0.518729572,0,0.03233894,0
Os05g0279850,0.959089575,0.407462576,2.252687919,4.325082408,0.753306222,3.407543621
Os05g0279900,0.930089906,3.753276915,1.134871123,3.395166188,0.528817993,1.971994115
Os05g0280200,15.58665514,12.02173382,18.01360713,27.3235538,33.95960611,18.84295271
Os05g0280350,27.18634921,28.21518266,23.41463214,38.68413397,50.5390251,26.87679802
Os05g0280500,1.535667898,1.878076192,2.46458648,8.452588276,0.82418231,17.28160147
Os05g0280600,0.314422754,0.349550175,2.26931533,0.109026067,0.421984679,1.059428847
Os05g0280700,0,0.067789357,0,0,0,0
Os05g0281400,10.62161355,6.735430052,5.01669347,7.324480241,4.177907995,4.953740536
Os05g0282900,2.795375412,3.782856018,3.719375715,0.702335966,1.401655195,0.320308365
Os05g0283000,2.099557142,1.546663774,2.080758415,0.839423675,0.436188235,0.305230415
Os05g0283200,0,0,0,0,0,0
Os05g0285900,1.881853102,3.878528281,4.879854072,1.068795862,1.695008073,0.18338118
Os05g0286100,9.064794663,5.994832408,7.215305851,8.751118868,2.127415084,6.641238946
Os05g0287800,27.47058906,25.95217045,28.68752363,18.38314709,20.99392289,19.29984394
Os05g0289100,0,0,0.560031549,0,0,0
Os05g0289400,10.86806998,11.83205995,9.345407535,21.6704532,25.49058206,19.10733302
Os05g0289700,0,0,0,0,0,0
Os05g0290000,0,0,0,0,0,0
Os05g0290300,1.081303899,0,0.529627293,0.364007242,0,0
Os05g0290400,3.751121661,5.174430651,2.718563751,1.413425757,3.101714279,2.072200804
Os05g0291600,0,0,0,0.182948097,0,0
Os05g0291700,1.321242153,0.107106319,1.938605518,1.990115941,0.794747414,38.1614589
Os05g0292200,5.545003324,9.270561576,9.734466748,16.97644036,18.89885782,17.68703844
Os05g0292800,2.691901337,2.925384756,2.050002078,2.905333903,2.029142912,19.61188558
Os05g0293500,0,0,0,0,0,0
Os05g0293600,3.233042339,3.255068602,1.98645013,0.186293925,0.499772312,0.062927186
Os05g0294600,1.627343655,0.881064954,2.057514374,1.483446552,2.427975962,2.305196887
Os05g0294800,4.945903145,7.082839682,7.434361515,1.050245971,2.294527584,1.119211033
Os05g0295100,4.203892355,3.73605371,4.02092853,6.269025762,7.497847819,7.212027833
Os05g0295200,0.878306804,2.16591014,0.703385562,0.270936317,0.307148883,0.714088134
Os05g0295300,37.03991078,43.77983867,35.71416377,69.57908116,75.50745749,32.21032939
Os05g0295500,0,0,0,0,0,0
Os05g0295700,9.145128755,11.85479339,8.909390727,1.210397997,2.247528396,0.619912637
Os05g0295800,18.51462045,14.48084682,23.74556371,54.55634765,57.92474931,63.7630372
Os05g0295900,1.645690624,1.975143623,1.392977477,2.574882613,3.383743116,1.452980866
Os05g0296200,0,0,0,0.045942447,0,0
Os05g0296530,34.79719787,33.70253333,34.16473456,87.3999836,75.65759502,60.85373942
Os05g0296600,15.67220684,12.56639692,7.691739243,44.25890153,34.00789586,42.02208389
Os05g0296750,0.744928069,2.029896839,2.408702711,0.264353413,0.470032404,0.570527315
Os05g0296800,1.472542562,0.353991304,2.113015565,0.35856258,0.761113904,0.659447526
Os05g0296900,0,0.245928007,0,0,0,0
Os05g0297001,1.312689702,0.638641639,0.201085922,0.26882581,0.207706179,0.03225141
Os05g0297300,0,0.197766568,0,0,0,0
Os05g0297400,0,0,0,0,0,0
Os05g0297600,0,0,0,0,0,0
Os05g0297800,0.142982729,0.129874461,0.287338343,0.098527436,0.134240186,0.067356945
Os05g0297850,0,0,0,0,0,0
Os05g0297900,10.53964515,14.92226255,7.817360647,22.21519804,22.84458569,13.515551
Os05g0298050,0,0,0,0,0,0
Os05g0298200,7.004055639,4.930909601,8.588808127,4.022171198,4.097405105,4.122974863
Os05g0298300,2.074123238,4.219838014,5.941284151,3.727645066,1.78756747,2.946571526
Os05g0298700,0,0,0,0,0,0.293263561
Os05g0298800,0,0,0.160463037,0.012462251,0,0.242600514
Os05g0298900,11.07214751,5.517637497,5.768088061,2.77833945,5.165869002,1.497029466
Os05g0299000,0,0,0,0,0.589321767,0
Os05g0299101,0,1.299007008,0,0.053222049,0.166332657,0.094924622
Os05g0299200,5.116264598,3.200476772,2.977286448,3.759564095,1.946340052,3.53280636
Os05g0299250,0,0.281910098,0.298454612,0.132413244,0.195065331,0.042003761
Os05g0299300,7.406205867,7.273495865,8.406229316,2.009764314,3.353886328,2.00169537
Os05g0299500,5.761074339,9.53027466,6.970800899,8.385383611,5.240026167,10.58853158
Os05g0299600,0.200881132,0.391237514,0,0.243431266,0.321353977,0.512198548
Os05g0299700,16.35443443,17.92889453,18.06288367,9.963551609,10.75955574,10.69317306
Os05g0300700,23.11269211,22.01002122,16.25443396,26.40746177,24.69373349,15.21664323
Os05g0301500,14.87098133,18.9262509,15.97321256,66.70011026,91.11416984,62.44080404
Os05g0301600,18.075565,23.68782384,24.35797855,22.06050337,18.35858216,18.56786983
Os05g0301700,40.17431872,49.23250997,40.84753446,103.0125715,104.9125888,67.08667561
Os05g0302300,5.235421012,6.261347294,5.130952095,5.120684119,5.09521498,3.758602546
Os05g0302350,0.201302341,0.04058309,0.064228149,0.035684979,0.056439592,0.013105033
Os05g0302400,0,0,0,0,0,0
Os05g0302600,2.491222697,2.743609484,1.960301589,6.035832296,4.280682769,4.717871368
Os05g0302700,28.81843641,29.59503489,39.13350451,88.8441376,126.8752487,70.76500334
Os05g0302750,4.313770492,4.883235577,23.38342653,0,1.735802541,5.87E-05
Os05g0302833,0,0,0,0,0,0
Os05g0302916,0,1.448966382,2.487581304,3.145096893,3.507945976,8.051396663
Os05g0303000,15.58834213,16.55334501,13.14603057,32.51957902,27.06777982,79.54966683
Os05g0303700,0,0,0,0,0,0
Os05g0304100,1.69224454,2.431203351,2.135923999,2.474382232,3.154346725,2.658712028
Os05g0304200,18.85307162,16.21501548,23.74965325,6.999627844,8.201410417,2.829015533
Os05g0304400,13.4180785,12.04354299,19.52417398,47.75860844,54.38970653,59.26858816
Os05g0304501,0.671911415,1.144008226,0.988134606,0.96591643,0,1.455377529
Os05g0304600,8.444865285,7.930353633,6.034905498,7.757158264,2.258884436,7.085398659
Os05g0304701,3.27842524,2.088058117,4.327529749,0.426340936,1.360574493,0
Os05g0304800,0,0,0,0,0,0
Os05g0304900,0.52935037,0.314831968,0,1.159051035,0,0.173531878
Os05g0305000,0,0,0,0.695507034,0,0
Os05g0305100,12.13467687,15.60404399,12.00249773,9.823527917,9.932663799,10.57290796
Os05g0305150,0.299369762,0,0,0.03061294,0.13605704,0.084444161
Os05g0305200,1.110214393,3.189765891,3.694917204,3.216642406,1.184414537,0.05496683
Os05g0305300,0,0,0,0,0,0
Os05g0305600,1.539815541,1.98903809,0.950412986,0.576189999,0.814586087,1.140341073
Os05g0305700,7.541936952,5.48938813,7.537013235,3.947987431,5.147972066,3.389836382
Os05g0305900,18.64353617,19.89445646,14.37355852,15.07416291,6.7710859,19.42828811
Os05g0306000,9.76472715,11.46034567,11.24898223,21.14296208,27.75246769,19.2358763
Os05g0307100,5.080182001,7.048932138,5.506148946,1.852372121,2.380577931,3.139989552
Os05g0307200,2.433325695,1.032153004,2.201429821,0.783982451,0.989701886,0.484671349
Os05g0307300,0,1.04926536,0,0,0.382458495,0.207926335
Os05g0307400,6.34220282,7.143515777,6.806752379,4.20364922,4.175517656,3.568960334
Os05g0309000,0,0.722007836,0,0,0,0
Os05g0310500,143.345762,149.3002571,149.8769529,451.8559907,437.1366956,494.6825241
Os05g0310600,13.8125762,6.191939245,8.538509778,10.79907402,18.50334235,11.63825289
Os05g0310750,0,0,0,0,0,0
Os05g0310800,11.931199,12.97060826,13.51081346,30.625614,50.12835434,20.42530127
Os05g0310900,0.448775498,0,0.416840004,0.044691556,0,0
Os05g0311000,31.77821284,26.36143775,23.40573927,61.38417498,110.1485788,38.34809912
Os05g0311037,0,0,0,0.14393054,0.830731682,0
Os05g0311075,0,0,0,0,0,0
Os05g0311225,0,0,0,0,0,0
Os05g0311500,153.7321919,136.8341773,136.168342,84.00580856,77.95900607,91.33636206
Os05g0311550,20.64511282,27.57626277,5.8464633,14.63724043,13.28028252,8.463363209
Os05g0311600,0,0.409107973,0,0.012571271,0.078577186,0
Os05g0311801,0.41327208,0.346907225,0,1.259193506,0.383137166,3.630755771
Os05g0312000,8.438915463,10.14012664,7.399652194,2.691130929,3.024999154,8.445863652
Os05g0312201,155.2470194,175.1622961,112.524048,10.26859431,31.82162101,0.883248876
Os05g0312500,0,0,0,0.120957837,0,0.044376883
Os05g0312600,1.183479935,0.750521202,1.718084648,3.932061165,0.110605021,8.289969781
Os05g0313100,0,0,0,0,0,0.445993882
Os05g0313500,19.75699907,19.79659664,19.26725707,32.1707296,17.92328127,35.63438757
Os05g0313600,0,0.262795716,0,0.217521214,0.223009613,0.024757121
Os05g0313700,0.385701908,0.700567598,0,0.10850737,0.031473149,0
Os05g0313900,1.044051751,1.653955103,0.718012793,1.593207604,1.206064734,0.599672721
Os05g0314100,29.98798207,29.52702676,22.90910059,45.29880218,45.61670542,30.98143458
Os05g0314700,1.062072753,1.208859522,2.453034115,0.060795902,0.23752167,0.038499561
Os05g0315100,3.941472714,3.780460973,2.562662327,1.435194962,1.87063634,2.562019315
Os05g0315200,9.215215715,12.08735206,11.55768583,5.986678568,8.255769286,6.539838639
Os05g0315700,0,0,0,0,0,0.078029304
Os05g0316000,10.54825997,7.771673298,11.95488732,11.22867379,11.52795886,12.04468176
Os05g0316050,0.725705808,0,0,0,0,0
Os05g0316100,13.3549087,13.40502511,11.41517602,11.47957451,13.45821353,15.71683105
Os05g0316133,0.363761604,1.25215285,2.31898774,1.177839896,2.22623617,0.369946021
Os05g0316166,10.57416034,0,0,1.60E-08,2.285694493,0
Os05g0316200,9.484906477,9.455842353,7.9348264,17.5389691,10.37965079,33.37658467
Os05g0316400,1.105078196,1.160040816,0.949976572,0.167464535,0.175556503,0.037374441
Os05g0316800,2.99454893,4.153771208,1.550658077,2.881530907,3.875458428,4.753881625
Os05g0317200,29.37510768,22.71887224,23.265347,119.529845,108.6735129,106.3825872
Os05g0317300,2.209642045,1.313317961,1.882136867,1.392884369,1.526272222,1.329393355
Os05g0317400,0,0.365351724,0.371151256,0.210828331,0.352477223,0.293020996
Os05g0317550,0,0,0,0,0,0
Os05g0317700,3.427538387,3.114703869,3.615186663,4.05221892,1.426695541,10.508777
Os05g0317900,0,0,0,0,0,0
Os05g0318100,5.40120111,5.429349049,2.753116132,7.494552962,1.191268068,11.56793254
Os05g0318166,0,0,2.879784612,2.208335559,0.617690718,3.895889805
Os05g0318300,0.697446021,0.7701446,1.843325792,0.476628823,0.32106256,3.968470978
Os05g0318600,0.415530041,0.254092619,0,0.092561298,0.050388716,1.718820107
Os05g0318700,3.060823478,2.595609294,2.330615005,6.912480012,1.920293793,33.56451192
Os05g0318901,0,0,0,0,0,0
Os05g0319100,1.363197009,2.334757046,1.280063751,3.027120563,53.3784261,2.076817443
Os05g0319200,0,0,0.288780295,0,0,0
Os05g0319700,13.86394375,11.6765208,14.22474744,9.903715758,3.313389674,0.845573543
Os05g0319800,0,0,0,0,0.021107083,0
Os05g0319850,0,0,0,0,0,0
Os05g0319875,0.209707393,0,0,0.372951014,1.28935099,0.072208198
Os05g0319900,0,0,0,0.568179401,0.566585214,0.022836957
Os05g0320100,3.973425945,4.325455506,0.789625719,2.082391864,3.701613337,1.622223245
Os05g0320300,12.53628849,9.706937946,10.10597627,2.042893265,3.444520512,1.203306996
Os05g0320500,0,2.552004373,1.018634418,0.954348167,0.79975343,0.387835088
Os05g0320700,61.5834254,50.04019764,56.54005712,181.0492111,176.5077025,184.375429
Os05g0320750,149.9579851,124.9160782,149.1297279,243.2557794,222.4445428,177.6601478
Os05g0320800,25.01727781,12.574571,16.83608423,16.93887658,14.52292861,11.87165393
Os05g0321600,0.555494992,0,0.578911533,0.29975801,0.757748986,1.042980425
Os05g0321900,0,0.224276689,0.256409632,0.197819334,0.040153201,0.635191573
Os05g0322900,66.83553499,71.08101482,61.52244473,43.63694834,40.33545503,94.59968811
Os05g0323100,6.447136839,5.962349038,5.056663005,5.311989239,7.162698726,3.823982608
Os05g0323400,7.174147569,14.51614907,9.483738078,4.004691889,2.441332333,5.075475362
Os05g0323800,17.28293245,13.66137482,12.73739107,8.26479861,8.715420881,19.50390889
Os05g0323900,29.852806,26.11106906,35.68812429,141.9376933,120.5701313,152.1267948
Os05g0324000,0,0.649057205,0.246322568,0.349538738,0.552083217,0.351313263
Os05g0324100,2.685775998,2.164332069,0,0.153740861,0.505357734,0.440141416
Os05g0324200,0.534860698,0.475693117,0,0.116938386,1.100762689,0
Os05g0324300,0,0.084108185,0.26622455,0.077944148,0.096927716,0.195807406
Os05g0324400,1.169111298,1.476244524,0.674092024,1.182315459,0.298190794,1.612482948
Os05g0324600,0.821990697,1.547156225,1.003392928,0.733101457,4.801270164,0.056370569
Os05g0324650,0,0,0,0,0,0
Os05g0324700,0.677788086,0,0.800042278,6.064143383,1.661442419,19.56584301
Os05g0325000,0,0,0,0,0,0
Os05g0325200,16.46666831,16.525172,23.64743849,1.393932833,5.826972925,1.526904131
Os05g0325400,10.93319957,7.589782529,10.79111257,0.738752718,3.097524547,0.419177516
Os05g0326400,7.435110956,7.924474152,8.141646516,0.507966263,1.791599426,0.122440579
Os05g0326600,1.209187085,0.938647043,0.623683754,0.393903824,0.161816052,0
Os05g0326625,0,0,1.04897558,0.036273615,0,0
Os05g0326675,3.499982873,4.834445095,2.863784406,1.345719288,2.001001148,0.761339035
Os05g0326700,1.387459411,1.017602135,0.820952771,0.087115721,0.269174944,0.054157195
Os05g0327000,1.53186477,0.934738731,3.356272533,0.302244356,0.774619748,0.157439226
Os05g0327100,0,0,0,0,0,0
Os05g0328000,10.14035522,8.777260086,9.419038801,3.435035126,4.37345529,1.501283685
Os05g0328300,6.70629577,2.925658699,0,5.600219811,2.032346747,0
Os05g0328333,0,0,0,0,0,0
Os05g0328466,0,0,0,0,0,0
Os05g0328632,0,0,0,0,0,0
Os05g0328800,3.586355546,0,5.03E-07,0.842580127,0,0
Os05g0328901,0,0,0,0,0,0
Os05g0329001,0,0,0,0,0,0
Os05g0329100,0,0,0.818143152,2.921448413,0,0
Os05g0329200,0,0,0,0,0,0
Os05g0329300,0,0,0.818143152,2.921448413,0,0
Os05g0329350,0,0,0,0,0,0
Os05g0329400,0,0,0,0,0,0
Os05g0329700,0,0,0.818143152,2.917669515,0,0
Os05g0330150,0,0,0,0,0,0
Os05g0330600,0,0.422177174,0,1.094969142,0,0
Os05g0330700,2.711981085,2.113233323,1.646002837,2.210974236,0.594635122,0.428553752
Os05g0331200,4.492233158,1.3099824,4.228705311,3.761974635,5.703278236,1.363269145
Os05g0331366,0,0,0,0,0,0
Os05g0331532,0,0,1.259336657,0.35575855,0,0
Os05g0331800,0,0,0,0.130708498,0,0
Os05g0331900,0,0,0.161840107,0,0.01749035,0
Os05g0332000,0,0,0,0.120079434,0,0
Os05g0332250,0,0,0,0,0,0
Os05g0332300,11.99278502,13.10853432,11.38923494,6.581707011,6.715822958,2.751004378
Os05g0332600,2.666947039,2.044630849,3.354309016,5.800764313,0.223261126,13.38043071
Os05g0332801,0,0.527217286,1.773449818,2.173718607,0.784661074,4.539095747
Os05g0333000,0,1.241216288,0,0.224135768,0.355415936,0.473337949
Os05g0333100,0.260601806,1.122059922,0.753335196,0.402157445,0.055124311,0.388679903
Os05g0333150,0,0,0,0,0,0
Os05g0333200,17.26972886,13.87565317,19.94818578,14.09375186,20.77701965,13.89902737
Os05g0333500,2.301008432,1.484462661,1.526000338,4.543992458,4.511961556,8.389868802
Os05g0333600,0.923275941,0.608746976,0.881828625,0.099757186,0.273879129,0.158805508
Os05g0334000,2.301008432,1.484462661,1.526000338,4.543992458,4.511961556,8.389868802
Os05g0334400,9.178098097,12.95831413,12.65294715,8.533373533,10.59482171,8.491666824
Os05g0334750,0,0.933444567,1.109382716,0.411058755,1.102072038,0.424847355
Os05g0335100,3.453580127,7.317449786,4.527351503,10.51217621,11.90132532,14.8417382
Os05g0335401,57.71224185,78.21055425,62.05054426,6.302136996,22.53443916,3.84140981
Os05g0335500,0,0,0.421250159,1.004321119,1.950333673,0.24974327
Os05g0335800,1.259040546,1.606401247,0.42534721,5.872333242,1.101604459,18.43049778
Os05g0336000,0,0,1.281166759,3.157406625,0.52009711,10.44415413
Os05g0336200,0,1.791746435,5.936531314,5.477776495,0.320785758,20.45044876
Os05g0337200,3.115914526,4.050309515,5.208495214,9.837764618,1.357664059,12.18517523
Os05g0337400,1.19260808,1.244292075,1.651881522,2.257393234,1.942313003,19.91663848
Os05g0337500,9.177722008,9.520896906,10.79355389,1.607701277,3.333870374,1.152798837
Os05g0338132,0,0,0,0,0,0
Os05g0338450,0,0,0,0,0,0
Os05g0338900,9.977299191,7.845248717,7.51904036,13.21387442,2.645590782,4.633658209
Os05g0338933,5.367476962,4.928676,7.56309389,24.67811708,3.262444161,10.08431634
Os05g0339000,5.708540118,5.513752395,5.285548906,7.274986758,3.57434677,11.04240095
Os05g0339200,34.33310644,26.2847702,18.04633215,13.199112,12.41657662,15.71342314
Os05g0339300,1.073699096,3.415271493,0.184599773,0.134035371,0.620468838,0.109442278
Os05g0340000,0.52995017,0.853964674,0.732054506,0.277065198,0.546181513,0.556897618
Os05g0341100,0,0,0,0,0,0
Os05g0341300,4.166800717,3.59472455,5.154361404,0.594140508,1.168127306,0.360226143
Os05g0341450,0.441953218,0.051069679,0.750679705,0.042219867,0.056803158,0.016119415
Os05g0341600,6.582191981,8.86034444,8.063322339,5.109055198,4.751315098,4.67824576
Os05g0341900,0,0.231933488,0,0.119571253,0,0.091469464
Os05g0342000,3.415700352,4.628242576,8.228663673,9.40479668,11.87672975,6.040461099
Os05g0342100,0,0,0.874146316,0.424622943,11.35106351,0.548797278
Os05g0342900,39.3109997,31.76748161,35.0843355,15.81709904,22.46592296,12.22819812
Os05g0343400,40.12047522,40.0306864,46.30294333,35.67444104,20.96427633,68.52614975
Os05g0343800,1.259252677,1.818226891,0.216502319,0.286642925,0.411313894,0.102567908
Os05g0344200,32.34021368,31.25558334,23.79968623,96.86300444,83.79541706,181.1347781
Os05g0344400,5.620118381,3.834454928,3.629657074,5.370743737,24.15455493,3.226501077
Os05g0345100,2.991540506,0.387692893,2.110153154,5.227120799,39.9861848,0.932072365
Os05g0345137,0,1.24573224,0,7.312637506,52.57015613,2.276981618
Os05g0345175,8.677422283,8.928914165,21.48925036,20.21206797,122.8325177,3.587294494
Os05g0345400,5.355025097,4.63275434,3.012506068,6.709217865,8.175344332,6.537579196
Os05g0345500,12.26117473,14.76781256,10.15974072,12.1917815,14.96977687,15.44827516
Os05g0345700,0,0,0,0,0,0
Os05g0345900,0,0.240100299,0,0,0,0
Os05g0346100,4.610184476,8.633053976,5.295572463,12.40513004,17.29933448,9.759468534
Os05g0346200,19.13927847,23.80214006,20.52863438,7.49033164,10.08542204,6.520016984
Os05g0346300,46.28298364,50.48461288,50.13976503,169.8909685,178.0258751,101.8010713
Os05g0346400,21.68900295,10.64641952,17.43111062,45.88840751,67.36874051,45.91948363
Os05g0346500,10.37072631,11.96324371,14.04515351,18.76056051,25.58133665,15.90695347
Os05g0346800,5.908668788,6.548959784,3.455017872,2.162744117,3.236864937,0.324401018
Os05g0346901,0,0,0,0,0,0
Os05g0347000,20.80329659,27.65171706,23.81266374,46.46061786,23.97117617,35.64253699
Os05g0347400,11.38990015,8.059794742,10.98689571,13.89994965,12.60598608,15.33551078
Os05g0348100,0,0.839375787,0,0.024042378,0,5.080406639
Os05g0348700,0,0,0,0,0,0
Os05g0348900,0,0,0,0,0,0
Os05g0349000,1.048064418,1.204732181,0.373036375,0.118818599,0.220223945,0.053777049
Os05g0349200,28.4663248,23.4694465,29.53643691,18.26247375,14.02875415,17.21360164
Os05g0349400,0,0,1.452208609,0.117976876,0,0
Os05g0349500,15.6960691,9.271860553,17.6635812,21.31072876,19.98398407,14.89343888
Os05g0349600,3.438593476,6.771848357,2.49304601,17.72724865,25.26693804,16.56465016
Os05g0349700,9.386268367,7.637530118,9.849069124,15.77611539,11.76034071,38.47976303
Os05g0349800,0.835583002,0.497490365,0.610179019,1.187383222,41.89640975,0.68392165
Os05g0350150,0,0,0,0,0,0
Os05g0350500,28.59736135,23.95475596,24.57750342,99.22775459,115.3381566,67.69107794
Os05g0350600,40.78071104,47.26156491,49.8627468,84.68335701,104.271081,83.86961181
Os05g0350700,17.26855184,13.09059424,14.68807508,13.7985155,14.8285368,15.73925186
Os05g0350900,0,0.448269482,0.375833889,0.145944691,0.897096161,0.073931265
Os05g0351200,0,0,0,0.081481073,0,0
Os05g0351500,2.671481711,6.775751383,3.212782399,3.253382319,3.212406386,4.293357804
Os05g0352700,3.947618484,3.841796434,4.741359226,2.369512871,4.002435907,2.275868466
Os05g0352750,0,0,0,0,0,0
Os05g0352800,5.848962561,6.948206817,7.149955391,8.123600326,10.63034875,7.028544646
Os05g0353100,0,0,0,0,0,0
Os05g0353200,0.000195733,0.000784218,0.000437076,0,0,0.326844173
Os05g0353300,5.18989316,5.774647794,6.769275598,3.718955708,4.442560854,8.121462815
Os05g0353400,5.468983898,4.312540894,6.684550536,12.75039894,18.55237226,7.639571219
Os05g0353450,1.124238179,2.053916443,0.468935117,0.678502439,0,6.46E-06
Os05g0353500,13.55832903,11.61377689,14.97503247,9.412016382,63.01462182,9.291930982
Os05g0353600,0,0,0,0,0,0
Os05g0354075,0,0.479753084,0,0.031239029,0,0
Os05g0354300,6.91820176,5.006187139,4.599589832,5.016433622,5.738276084,3.868868918
Os05g0354400,69.16141721,56.09327942,79.48830809,25.24738528,49.13182233,20.61602498
Os05g0355133,0,0,0,0.04244902,0.4392217,0
Os05g0355200,7.102712955,8.504497239,8.75038145,5.103030018,7.405357904,5.09148947
Os05g0355300,13.3397395,23.98828705,22.04034609,12.72972599,48.64206051,8.829251764
Os05g0355400,9.420350014,14.95059035,19.9117185,14.00197182,18.364215,132.78071
Os05g0355450,0.425621539,0.000383826,0.686260486,0,0,0
Os05g0355500,74.07346548,81.5597993,86.71380467,103.7564691,126.2201715,52.64041574
Os05g0355700,1.155373861,1.19044412,2.530457548,1.894948477,0.894595104,2.328776933
Os05g0355800,1.686123172,4.029229014,5.028810037,0.893751252,1.371729558,0.60217527
Os05g0355900,9.04057976,11.21332155,2.758926241,12.55005305,2.043702866,11.73806916
Os05g0356201,0,0.886137317,0,0.238518194,0.286655133,0
Os05g0356500,0,0,0,0,0.56363494,0
Os05g0356600,0,0,0,0,0,0
Os05g0356700,8.537380726,4.667601629,8.951790812,4.906206797,69.81599776,2.69255936
Os05g0356800,4.710510356,5.482607593,5.440728234,10.03882019,10.69699098,4.851546005
Os05g0357100,1.497271653,2.235011112,1.76158954,3.742663176,4.227961571,4.699903197
Os05g0357200,12.33951903,12.32250622,12.4208895,8.905145083,10.98853137,9.781211443
Os05g0357500,0,0,0,0,0,0
Os05g0357525,0,0,0,0,0,0.214403121
Os05g0357600,15.04314766,19.4781449,9.526852348,30.71749212,38.92083854,30.34935757
